,n,changenumber_mean,changenumber_sd,repetition,number_before,proportion_estimates_below_zero,count_estimates_below_zero
887,60,0,2,7,6.5,0.798,1596
888,60,0,2,8,6.5,0.444,888
889,60,0,2,9,6.5,0.985,1970
890,60,0,2,10,6.5,0.318,636
891,60,0,2,1,9,0.2035,407
892,60,0,2,2,9,0.6365,1273
893,60,0,2,3,9,0.542,1084
894,60,0,2,4,9,0.4725,945
895,60,0,2,5,9,0.167,334
896,60,0,2,6,9,0.913,1826
897,60,0,2,7,9,0.4275,855
898,60,0,2,8,9,0.713,1426
899,60,0,2,9,9,0.6995,1399
900,60,0,2,10,9,0.4095,819
