"","n","changenumber_mean","changenumber_sd","repetition","number_before","proportion_estimates_below_zero","count_estimates_below_zero"
"885",60,0,2,5,4.5,0.701,1402
"886",60,0,2,6,4.5,0.5415,1083
"887",60,0,2,7,4.5,0.1455,291
"888",60,0,2,8,4.5,0.433,866
"889",60,0,2,9,4.5,0.9675,1935
"890",60,0,2,10,4.5,0.068,136
"891",60,0,2,1,6,1,2000
"892",60,0,2,2,6,1,2000
"893",60,0,2,3,6,1,2000
"894",60,0,2,4,6,1,2000
"895",60,0,2,5,6,1,2000
"896",60,0,2,6,6,1,2000
"897",60,0,2,7,6,1,2000
"898",60,0,2,8,6,0.999,1998
"899",60,0,2,9,6,1,2000
"900",60,0,2,10,6,1,2000
