n,changeprob_mean,repetition,proportion_inside,proportion_estimates_below_zero,count_estimates_below_zero
40,0.05,1,0.6,0.6165,1233
40,0.05,2,0.6,0.08,160
40,0.05,3,0.6,0.8055,1611
40,0.05,4,0.6,0.3815,763
40,0.05,5,0.6,0.0705,141
40,0.05,6,0.6,0.898,1796
40,0.05,7,0.6,0.554,1108
40,0.05,8,0.6,0.4935,987
40,0.05,9,0.6,0.5105,1021
40,0.05,10,0.6,0.603,1206
40,0.05,1,0.7,0.408,816
40,0.05,2,0.7,0.623,1246
40,0.05,3,0.7,0.606,1212
40,0.05,4,0.7,0.5195,1039
40,0.05,5,0.7,0.1425,285
40,0.05,6,0.7,0.3755,751
40,0.05,7,0.7,0.825,1650
40,0.05,8,0.7,0.119,238
40,0.05,9,0.7,0.31,620
40,0.05,10,0.7,0.4825,965
40,0.025,1,0.5,0.308,616
40,0.025,2,0.5,0.191,382
40,0.025,3,0.5,0.381,762
40,0.025,4,0.5,0.7105,1421
40,0.025,5,0.5,0.29,580
40,0.025,6,0.5,0.1825,365
40,0.025,7,0.5,0.314,628
40,0.025,8,0.5,0.2085,417
40,0.025,9,0.5,0.543,1086
40,0.025,10,0.5,0.8915,1783
40,0.025,1,0.6,0.4095,819
40,0.025,2,0.6,0.8705,1741
40,0.025,3,0.6,0.7045,1409
40,0.025,4,0.6,0.577,1154
40,0.025,5,0.6,0.425,850
40,0.025,6,0.6,0.7295,1459
40,0.025,7,0.6,0.51,1020
40,0.025,8,0.6,0.1195,239
40,0.025,9,0.6,0.8045,1609
40,0.025,10,0.6,0.6945,1389
40,0.025,1,0.7,0.1325,265
40,0.025,2,0.7,0.599,1198
40,0.025,3,0.7,0.185,370
40,0.025,4,0.7,0.855,1710
40,0.025,5,0.7,0.396,792
40,0.025,6,0.7,0.0205,41
40,0.025,7,0.7,0.497,994
40,0.025,8,0.7,0.483,966
40,0.025,9,0.7,0.11,220
40,0.025,10,0.7,0.284,568
40,0,1,0.5,0.6875,1375
40,0,2,0.5,0.9105,1821
40,0,3,0.5,0.4815,963
40,0,4,0.5,0.6895,1379
40,0,5,0.5,0.35,700
40,0,6,0.5,0.1225,245
40,0,7,0.5,0.088,176
40,0,8,0.5,0.083,166
40,0,9,0.5,0.408,816
40,0,10,0.5,0.506,1012
40,0,1,0.6,0.947,1894
40,0,2,0.6,0.9505,1901
40,0,3,0.6,0.5065,1013
40,0,4,0.6,0.7785,1557
40,0,5,0.6,0.3395,679
40,0,6,0.6,0.2365,473
40,0,7,0.6,0.0455,91
40,0,8,0.6,0.771,1542
40,0,9,0.6,0.378,756
40,0,10,0.6,0.939,1878
40,0,1,0.7,0.937,1874
40,0,2,0.7,0.277,554
40,0,3,0.7,0.3745,749
40,0,4,0.7,0.897,1794
40,0,5,0.7,0.385,770
40,0,6,0.7,0.298,596
40,0,7,0.7,0.174,348
40,0,8,0.7,0.748,1496
40,0,9,0.7,0.619,1238
40,0,10,0.7,0.2695,539
60,0.3,1,0.5,0.0155,31
60,0.3,2,0.5,0.001,2
60,0.3,3,0.5,0.0545,109
60,0.3,4,0.5,0.05,100
60,0.3,5,0.5,0.007,14
60,0.3,6,0.5,0.0015,3
60,0.3,7,0.5,0.0045,9
60,0.3,8,0.5,0.031,62
60,0.3,9,0.5,0.1215,243
60,0.3,10,0.5,0.003,6
60,0.3,1,0.6,5E-04,1
60,0.3,2,0.6,0.016,32
60,0.3,3,0.6,0.013,26
60,0.3,4,0.6,0.0015,3
60,0.3,5,0.6,0.249,498
60,0.3,6,0.6,0.0305,61
60,0.3,7,0.6,0.183,366
60,0.3,8,0.6,0.014,28
60,0.3,9,0.6,0.086,172
60,0.3,10,0.6,0.014,28
60,0.3,1,0.7,0.001,2
60,0.3,2,0.7,0.0035,7
60,0.3,3,0.7,0.0315,63
60,0.3,4,0.7,0.022,44
60,0.3,5,0.7,0.203,406
60,0.3,6,0.7,0.002,4
60,0.3,7,0.7,0.003,6
60,0.3,8,0.7,0.0235,47
60,0.3,9,0.7,0.0345,69
60,0.3,10,0.7,0.005,10
60,0.2,1,0.5,0.1385,277
