ID,Territory,Location,Date,Reversal,FeederID,Trial,Time,Rewarded,Notes
H-RWX,FARE,Natural,10-Jan-2024,0,S,4,1611,-1,
H-RWX,FARE,Natural,12-Jan-2024,0,S,4,1231,1,
H-RWX,FARE,Natural,12-Jan-2024,0,S,5,1234,1,YG-XI also rewarded
H-RWX,FARE,Natural,12-Jan-2024,0,S,6,1239,1,YG-XI also rewarded
H-RWX,FARE,Natural,12-Jan-2024,0,S,7,1248,1,
H-RWX,FARE,Natural,12-Jan-2024,0,S,8,1250,1,
H-RWX,FARE,Natural,12-Jan-2024,0,S,9,1254,1,YG-XI also rewarded
H-RWX,FARE,Natural,12-Jan-2024,0,S,10,1301,1,
H-RWX,FARE,Natural,12-Jan-2024,0,S,11,1302,1,I-XPO also rewarded
H-RWX,FARE,Natural,12-Jan-2024,0,S,12,1308,1,PASSED R0
H-RWX,FARE,Natural,15-Jan-2024,1,N,1,1011,1,
H-RWX,FARE,Natural,15-Jan-2024,1,N,2,1014,1,YG-XI also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,3,1017,1,
H-RWX,FARE,Natural,15-Jan-2024,1,N,4,1024,1,
H-RWX,FARE,Natural,15-Jan-2024,1,N,5,1032,1,I-XPO also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,6,1035,1,YG-XI also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,7,1040,0,
H-RWX,FARE,Natural,15-Jan-2024,1,N,8,1041,1,"YG-XI also rewarded; 1044 remove the cameras because it is raining, continue session."
H-RWX,FARE,Natural,15-Jan-2024,1,N,9,1045,1,YG-XI also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,10,1052,1,YG-XI also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,11,1100,1,YG-XI also rewarded
H-RWX,FARE,Natural,15-Jan-2024,1,N,12,1113,1,PASSED R1; YG-XI & I-XPO also rewarded
H-RWX,FARE,Natural,17-Jan-2024,2,S,1,1221,0,
H-RWX,FARE,Natural,17-Jan-2024,2,S,2,1223,1,YG-XI also rewarded
H-RWX,FARE,Natural,17-Jan-2024,2,S,3,1227,1,YG-XI also rewarded
H-RWX,FARE,Natural,17-Jan-2024,2,S,4,1239,1,YG-XI also rewarded
H-RWX,FARE,Natural,17-Jan-2024,2,S,5,1252,1,
H-RWX,FARE,Natural,17-Jan-2024,2,S,6,1258,1,I-XPO also rewarded
H-RWX,FARE,Natural,17-Jan-2024,2,S,7,1301,1,
H-RWX,FARE,Natural,17-Jan-2024,2,S,8,1306,1,
H-RWX,FARE,Natural,17-Jan-2024,2,S,9,1316,1,Session times out
H-RWX,FARE,Natural,19-Jan-2024,2,S,10,937,1,
H-RWX,FARE,Natural,19-Jan-2024,2,S,11,942,1,"Before this trial, I accidentally hit refill button when H-RWX not around (but I-XPO and YG-XI around)"
H-RWX,FARE,Natural,19-Jan-2024,2,S,12,947,1,
H-RWX,FARE,Natural,19-Jan-2024,3,N,1,951,0,
H-RWX,FARE,Natural,19-Jan-2024,3,N,2,952,1,YG-XI also rewarded
H-RWX,FARE,Natural,19-Jan-2024,3,N,3,955,1,
H-RWX,FARE,Natural,19-Jan-2024,3,N,4,957,1,
H-RWX,FARE,Natural,19-Jan-2024,3,N,5,1005,1,YG-XI and I-XPO also rewarded
H-RWX,FARE,Natural,19-Jan-2024,3,N,6,1009,1,
H-RWX,FARE,Natural,19-Jan-2024,3,N,7,1017,1,YG-XI also rewarded
H-RWX,FARE,Natural,19-Jan-2024,3,N,8,1028,1,YG-XI also rewarded
H-RWX,FARE,Natural,19-Jan-2024,3,N,9,1038,1,YG-XI also rewarded
H-RWX,FARE,Natural,22-Jan-2024,3,N,10,1328,1,
H-RWX,FARE,Natural,22-Jan-2024,3,N,11,1329,1,
H-RWX,FARE,Natural,22-Jan-2024,3,N,12,1336,1,PASSED R3 AND SERIAL REVERSALS
GX-OK,JC,Suburban,10-Jan-2024,0,N,1,817,0,
GX-OK,JC,Suburban,10-Jan-2024,0,N,2,819,0,
GX-OK,JC,Suburban,10-Jan-2024,0,N,3,830,1,Nervous and didn't take peanut
GX-OK,JC,Suburban,10-Jan-2024,0,N,4,837,1,Nervous and didn't take peanut; did rehabituation with one feeder in different location afterwards
GX-OK,JC,Suburban,18-Jan-2024,0,N,5,1443,1,
GX-OK,JC,Suburban,18-Jan-2024,0,N,6,1458,0,
GX-OK,JC,Suburban,18-Jan-2024,0,N,7,1504,1,"Not back in 20 minutes, end session"
GX-OK,JC,Suburban,19-Jan-2024,0,N,8,1211,1,
GX-OK,JC,Suburban,19-Jan-2024,0,N,9,1213,1,But spooked by something and didn't take peanuts from tray. Tossed freebie peanut to reward
GX-OK,JC,Suburban,19-Jan-2024,0,N,10,1220,1,
GX-OK,JC,Suburban,19-Jan-2024,0,N,11,1224,1,"Having battery issues so no peanuts go into tray. Tossed freebie peanut to reward, change batteries"
GX-OK,JC,Suburban,19-Jan-2024,0,N,12,1234,1,
GX-OK,JC,Suburban,22-Jan-2024,0,N,13,939,1,PASSED R0
GX-OK,JC,Suburban,22-Jan-2024,1,S,1,947,0,
GX-OK,JC,Suburban,22-Jan-2024,1,S,2,1020,0,Jays hanging around but not approaching feeders. End session 1020
GX-OK,JC,Suburban,23-Jan-2024,1,S,3,1040,-1,Jays around but not going to feeders
GX-OK,JC,Suburban,26-Jan-2024,1,S,3,849,0,
GX-OK,JC,Suburban,30-Jan-2024,1,S,4,1033,0,Jays around but not going to feeders
GX-OK,JC,Suburban,5-Feb-2024,1,S,5,1013,0,
GX-OK,JC,Suburban,7-Feb-2024,1,S,6,1030,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,7,1031,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,8,1036,1,"feeder jams, toss freebie peanut"
GX-OK,JC,Suburban,7-Feb-2024,1,S,9,1039,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,10,1042,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,11,1049,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,12,1050,1,WX-RK rewarded
GX-OK,JC,Suburban,7-Feb-2024,1,S,13,1051,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,14,1052,1,
GX-OK,JC,Suburban,7-Feb-2024,1,S,15,1054,1,PASSED R1
H-GWX,BAMA,Natural,20-Jan-2024,0,N,1,904,0,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,2,904,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,3,908,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,4,910,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,5,914,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,6,916,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,7,917,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,8,931,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,9,940,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,10,955,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,11,957,1,
H-GWX,BAMA,Natural,20-Jan-2024,0,N,12,1011,1,PASSED R0
H-GWX,BAMA,Natural,21-Jan-2024,1,S,1,856,0,Then did not come back with 20 min
H-GWX,BAMA,Natural,24-Jan-2024,1,S,2,927,0,
H-GWX,BAMA,Natural,24-Jan-2024,1,S,3,932,1,UB also rewarded
H-GWX,BAMA,Natural,24-Jan-2024,1,S,4,952,1,UB also rewarded
H-GWX,BAMA,Natural,25-Jan-2024,1,S,5,859,1,
H-GWX,BAMA,Natural,25-Jan-2024,1,S,6,901,1,Chasing. Not back in 20 minutes
H-GWX,BAMA,Natural,28-Jan-2024,1,S,7,924,0,
H-GWX,BAMA,Natural,28-Jan-2024,1,S,8,926,1,"UB also rewarded, then chasing"
H-GWX,BAMA,Natural,28-Jan-2024,1,S,9,958,0,
H-GWX,BAMA,Natural,28-Jan-2024,1,S,10,959,1,
H-GWX,BAMA,Natural,28-Jan-2024,1,S,11,1002,1,UB also rewarded
H-GWX,BAMA,Natural,28-Jan-2024,1,S,12,1005,1,
H-GWX,BAMA,Natural,28-Jan-2024,1,S,13,1008,1,UB also rewarded
H-GWX,BAMA,Natural,28-Jan-2024,1,S,14,1017,1,PASSED R1; UB also rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,1,831,1,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,2,838,0,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,3,844,0,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,4,847,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,5,853,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,6,854,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,7,901,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,8,903,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,9,909,1,UB rewarded
H-GWX,BAMA,Natural,29-Jan-2024,2,N,10,915,0,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,11,916,0,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,12,918,1,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,13,929,1,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,14,934,1,
H-GWX,BAMA,Natural,29-Jan-2024,2,N,15,935,1,PASSED R2
H-GWX,BAMA,Natural,1-Feb-2024,3,S,1,812,1,UB rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,2,827,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,3,841,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,4,847,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,5,854,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,6,855,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,7,857,1,UB rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,8,859,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,1-Feb-2024,3,S,9,902,1,UB rewarded
H-GWX,BAMA,Natural,3-Feb-2024,3,S,10,805,1,UB rewarded
H-GWX,BAMA,Natural,3-Feb-2024,3,S,11,811,0,
H-GWX,BAMA,Natural,3-Feb-2024,3,S,12,811,1,PASSED R3; UB and I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,1,819,0,
H-GWX,BAMA,Natural,3-Feb-2024,4,N,2,821,0,
H-GWX,BAMA,Natural,3-Feb-2024,4,N,3,831,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,4,842,1,
H-GWX,BAMA,Natural,3-Feb-2024,4,N,5,844,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,6,853,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,7,854,1,I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,8,900,1,I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,9,902,1,UB and I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,10,904,1,I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,11,905,1,I-AXG rewarded
H-GWX,BAMA,Natural,3-Feb-2024,4,N,12,907,1,PASSED R4 AND SERIAL REVERSALS; UB and I-AXG rewarded
XHW-I,PIPO,Natural,21-Jan-2024,0,W,1,1010,1,
XHW-I,PIPO,Natural,21-Jan-2024,0,W,2,1016,1,UB also rewarded
XHW-I,PIPO,Natural,21-Jan-2024,0,W,3,1020,1,
XHW-I,PIPO,Natural,21-Jan-2024,0,W,4,1022,1,UB also rewarded
XHW-I,PIPO,Natural,21-Jan-2024,0,W,5,1036,0,
XHW-I,PIPO,Natural,21-Jan-2024,0,W,6,1036,1,Not back in 20 min
XHW-I,PIPO,Natural,24-Jan-2024,0,W,7,1016,1,
XHW-I,PIPO,Natural,24-Jan-2024,0,W,8,1022,1,RBWO displaces XHW-I
XHW-I,PIPO,Natural,24-Jan-2024,0,W,9,1041,1,
XHW-I,PIPO,Natural,24-Jan-2024,0,W,10,1046,1,
XHW-I,PIPO,Natural,28-Jan-2024,0,W,11,1139,1,
XHW-I,PIPO,Natural,28-Jan-2024,0,W,12,1141,1,PASSED R0
XHW-I,PIPO,Natural,28-Jan-2024,1,E,1,1152,0,
XHW-I,PIPO,Natural,28-Jan-2024,1,E,2,1155,0,Then not back in 20 mins
XHW-I,PIPO,Natural,29-Jan-2024,1,E,3,1028,0,
XHW-I,PIPO,Natural,29-Jan-2024,1,E,4,1030,1,
XHW-I,PIPO,Natural,29-Jan-2024,1,E,5,1058,0,
XHW-I,PIPO,Natural,29-Jan-2024,1,E,6,1059,1,UB also rewarded
XHW-I,PIPO,Natural,29-Jan-2024,1,E,7,1105,1,
XHW-I,PIPO,Natural,29-Jan-2024,1,E,8,1117,0,
XHW-I,PIPO,Natural,29-Jan-2024,1,E,9,1120,1,UB also rewarded
XHW-I,PIPO,Natural,1-Feb-2024,1,E,10,1013,1,UB also rewarded
XHW-I,PIPO,Natural,1-Feb-2024,1,E,11,1019,0,
XHW-I,PIPO,Natural,1-Feb-2024,1,E,12,1020,1,UB also rewarded
XHW-I,PIPO,Natural,3-Feb-2024,1,E,13,1053,0,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,14,1055,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,15,1106,0,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,16,1107,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,17,1120,0,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,18,1121,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,19,1139,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,20,1146,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,21,1204,1,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,22,1218,0,
XHW-I,PIPO,Natural,3-Feb-2024,1,E,23,1219,1,UB rewarded
XHW-I,PIPO,Natural,6-Feb-2024,1,E,24,903,0,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,25,904,1,UB rewarded
XHW-I,PIPO,Natural,6-Feb-2024,1,E,26,907,0,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,27,908,1,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,28,910,1,UB rewarded
XHW-I,PIPO,Natural,6-Feb-2024,1,E,29,915,1,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,30,917,0,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,31,923,1,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,32,932,1,But then chases and does not take peanuts
XHW-I,PIPO,Natural,6-Feb-2024,1,E,33,937,1,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,34,940,1,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,35,948,0,
XHW-I,PIPO,Natural,6-Feb-2024,1,E,36,950,1,UB rewarded
XHW-I,PIPO,Natural,8-Feb-2024,1,E,37,1037,1,UB rewarded
XHW-I,PIPO,Natural,8-Feb-2024,1,E,38,1052,1,"PASSED R1, FINALLY!!!! UB rewarded"
XHW-I,PIPO,Natural,8-Feb-2024,2,W,1,1058,1,UB rewarded
XHW-I,PIPO,Natural,8-Feb-2024,2,W,2,1101,0,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,3,1103,1,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,4,1103,1,UB rewarded
XHW-I,PIPO,Natural,8-Feb-2024,2,W,5,1113,1,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,6,1114,1,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,7,1119,1,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,8,1121,0,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,9,1123,0,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,10,1124,1,
XHW-I,PIPO,Natural,8-Feb-2024,2,W,11,1130,1,UB rewarded
XHW-I,PIPO,Natural,10-Feb-2024,2,W,12,919,1,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,13,921,0,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,14,922,1,UB rewarded
XHW-I,PIPO,Natural,10-Feb-2024,2,W,15,931,1,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,16,934,1,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,17,937,1,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,18,939,1,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,19,946,0,
XHW-I,PIPO,Natural,10-Feb-2024,2,W,20,947,1,UB rewarded? and RBWO
XHW-I,PIPO,Natural,10-Feb-2024,2,W,21,950,1,PASSED R2
XHW-I,PIPO,Natural,11-Feb-2024,3,E,1,1002,0,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,2,1003,1,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,3,1015,0,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,4,1016,1,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,5,1018,1,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,6,1021,1,UB rewarded
XHW-I,PIPO,Natural,11-Feb-2024,3,E,7,1029,1,UB rewarded
XHW-I,PIPO,Natural,11-Feb-2024,3,E,8,1037,1,UB rewarded; switch feeders because low battery in East one
XHW-I,PIPO,Natural,11-Feb-2024,3,E,9,1054,1,UB rewarded
XHW-I,PIPO,Natural,11-Feb-2024,3,E,10,1101,0,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,11,1102,1,UB rewarded
XHW-I,PIPO,Natural,11-Feb-2024,3,E,12,1112,1,
XHW-I,PIPO,Natural,11-Feb-2024,3,E,13,1126,1,PASSED R3; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,1,901,1,RBWO displaces him; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,2,903,1,RBWO displaces
XHW-I,PIPO,Natural,16-Feb-2024,4,W,3,905,1,RBWO displaces
XHW-I,PIPO,Natural,16-Feb-2024,4,W,4,932,0,
XHW-I,PIPO,Natural,16-Feb-2024,4,W,5,933,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,6,950,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,7,958,1,
XHW-I,PIPO,Natural,16-Feb-2024,4,W,8,1009,1,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,9,1040,1,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,10,1043,0,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,11,1045,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,4,W,12,1051,1,PASSED R4
XHW-I,PIPO,Natural,17-Feb-2024,5,E,1,1056,1,RBWO displaces
XHW-I,PIPO,Natural,17-Feb-2024,5,E,2,1058,0,RBWO displaces
XHW-I,PIPO,Natural,17-Feb-2024,5,E,3,1105,0,
XHW-I,PIPO,Natural,17-Feb-2024,5,E,4,1105,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,5,1109,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,6,1112,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,7,1116,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,8,1137,1,
XHW-I,PIPO,Natural,19-Feb-2024,5,E,9,936,1,
XHW-I,PIPO,Natural,19-Feb-2024,5,E,10,948,1,RBWO displaces him
XHW-I,PIPO,Natural,20-Feb-2024,5,E,11,1119,1,
XHW-I,PIPO,Natural,20-Feb-2024,5,E,12,1120,1,PASSED R5 AND SERIAL REVERSALS; UB rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,1,1355,1,
XI-RH,TFOX,Natural,21-Jan-2024,0,E,2,1405,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,3,1407,0,
XI-RH,TFOX,Natural,21-Jan-2024,0,E,4,1408,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,5,1409,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,6,1412,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,7,1416,1,BX-RI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,8,1524,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,9,1526,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,10,1547,0,
XI-RH,TFOX,Natural,24-Jan-2024,0,E,11,1549,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,12,1555,0,Then goes to sentinel right after so end session
XI-RH,TFOX,Natural,25-Jan-2024,0,E,13,1158,1,Pushed button too late and she flew off without eating peanuts
XI-RH,TFOX,Natural,25-Jan-2024,0,E,14,1215,0,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,15,1221,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,16,1224,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,17,1237,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,18,1239,1,YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,19,1240,1,YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,20,1241,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,21,1244,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,22,1245,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,23,1248,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,24,1255,1,PASSED R0; BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,1,1436,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,2,1437,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,3,1438,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,4,1449,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,5,1450,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,6,1501,1,YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,7,1502,1,
XI-RH,TFOX,Natural,28-Jan-2024,1,W,8,1507,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,9,1507,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,10,1509,0,
XI-RH,TFOX,Natural,28-Jan-2024,1,W,11,1519,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,1,W,12,1326,0,PASSED R1
XI-RH,TFOX,Natural,29-Jan-2024,2,E,1,1346,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,2,1352,0,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,3,1353,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,4,1357,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,5,1358,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,6,1402,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,7,1422,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,8,1424,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,9,1425,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,10,1428,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,11,1429,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,12,1431,1,PASSED R2; YX-WI also rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,1,1225,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,2,1228,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,3,1231,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,4,1232,1,"BX-RI, YX-WI and G-X rewarded"
XI-RH,TFOX,Natural,1-Feb-2024,3,W,5,1238,1,BX-RI and G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,6,1240,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,7,1243,1,YX-WI and G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,8,1245,1,BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,9,1247,1,BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,10,1248,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,11,1249,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,12,1301,1,G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,13,1302,1,PASSED R3; G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,1,1308,0,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,2,1309,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,3,1310,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,4,1312,1,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,5,1314,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,6,1315,1,G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,7,1317,1,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,8,1318,1,YX-WI and BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,9,1323,1,YX-WI and G-X rewarded
XI-RH,TFOX,Natural,3-Feb-2024,4,E,10,1419,0,
XI-RH,TFOX,Natural,3-Feb-2024,4,E,11,1434,1,YX-WI and BX-RI rewarded
XI-RH,TFOX,Natural,3-Feb-2024,4,E,12,1437,1,YX-WI and G-X rewarded
I-XPO,FARE,Natural,23-Jan-2024,0,S,1,1311,1,
I-XPO,FARE,Natural,23-Jan-2024,0,S,2,1313,1,
I-XPO,FARE,Natural,23-Jan-2024,0,S,3,1316,1,YG-XI also rewarded; Jays alarm call and don't come back for 20 minutes
I-XPO,FARE,Natural,26-Jan-2024,0,S,4,1208,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,5,1209,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,6,1214,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,7,1216,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,8,1222,1,YG-XI also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,9,1224,1,H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,10,1227,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,11,1230,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,12,1234,1,PASSED R0
I-XPO,FARE,Natural,30-Jan-2024,1,N,1,1339,0,
I-XPO,FARE,Natural,30-Jan-2024,1,N,2,1407,0,
I-XPO,FARE,Natural,30-Jan-2024,1,N,3,1407,1,
I-XPO,FARE,Natural,30-Jan-2024,1,N,4,1425,1,
