n,changenumber_mean,repetition,changeprop_sd,number_before,proportion_estimates_below_zero,count_estimates_below_zero
40,0.15,8,0.1,0.3,0.005,10
40,0.15,9,0.1,0.3,0.0015,3
40,0.15,10,0.1,0.3,0.007,14
40,0.15,1,0.1,0.5,0.001,2
40,0.15,2,0.1,0.5,0,0
40,0.15,3,0.1,0.5,0,0
40,0.15,4,0.1,0.5,0.0325,65
40,0.15,5,0.1,0.5,0.004,8
40,0.15,6,0.1,0.5,0.0075,15
40,0.15,7,0.1,0.5,0.004,8
40,0.15,8,0.1,0.5,0,0
40,0.15,9,0.1,0.5,0.0115,23
40,0.15,10,0.1,0.5,0,0
40,0.15,1,0.1,0.7,5E-04,1
40,0.15,2,0.1,0.7,0.0115,23
40,0.15,3,0.1,0.7,0,0
40,0.15,4,0.1,0.7,0,0
40,0.15,5,0.1,0.7,0.002,4
40,0.15,6,0.1,0.7,0,0
40,0.15,7,0.1,0.7,0,0
40,0.15,8,0.1,0.7,0,0
40,0.15,9,0.1,0.7,0,0
40,0.15,10,0.1,0.7,0,0
40,0.1,1,0.1,0.3,0,0
40,0.1,2,0.1,0.3,0.004,8
40,0.1,3,0.1,0.3,0.0055,11
40,0.1,4,0.1,0.3,0.0095,19
40,0.1,5,0.1,0.3,0.0265,53
40,0.1,6,0.1,0.3,0.0515,103
40,0.1,7,0.1,0.3,0.1705,341
40,0.1,8,0.1,0.3,0.1245,249
40,0.1,9,0.1,0.3,0.028,56
40,0.1,10,0.1,0.3,0,0
40,0.1,1,0.1,0.5,0.0035,7
40,0.1,2,0.1,0.5,0.0275,55
40,0.1,3,0.1,0.5,0.014,28
40,0.1,4,0.1,0.5,0.0015,3
40,0.1,5,0.1,0.5,0.26,520
40,0.1,6,0.1,0.5,0,0
40,0.1,7,0.1,0.5,0.0185,37
40,0.1,8,0.1,0.5,0.008,16
40,0.1,9,0.1,0.5,0.033,66
40,0.1,10,0.1,0.5,0.0035,7
40,0.1,1,0.1,0.7,0,0
40,0.1,2,0.1,0.7,0.0085,17
40,0.1,3,0.1,0.7,0.0035,7
40,0.1,4,0.1,0.7,0,0
40,0.1,5,0.1,0.7,0.0075,15
40,0.1,6,0.1,0.7,5E-04,1
40,0.1,7,0.1,0.7,0,0
40,0.1,8,0.1,0.7,0.0635,127
40,0.1,9,0.1,0.7,5E-04,1
40,0.1,10,0.1,0.7,0,0
40,0,1,0.1,0.3,0.1605,321
40,0,2,0.1,0.3,0.984,1968
40,0,3,0.1,0.3,0.3935,787
40,0,4,0.1,0.3,0.7635,1527
40,0,5,0.1,0.3,0.1595,319
40,0,6,0.1,0.3,0.285,570
40,0,7,0.1,0.3,0.3305,661
40,0,8,0.1,0.3,0.0415,83
40,0,9,0.1,0.3,0.9225,1845
40,0,10,0.1,0.3,0.2215,443
40,0,1,0.1,0.5,0.8105,1621
40,0,2,0.1,0.5,0.434,868
40,0,3,0.1,0.5,0.8475,1695
40,0,4,0.1,0.5,0.9155,1831
40,0,5,0.1,0.5,0.531,1062
40,0,6,0.1,0.5,0.1795,359
40,0,7,0.1,0.5,0.7655,1531
40,0,8,0.1,0.5,0.867,1734
40,0,9,0.1,0.5,0.299,598
40,0,10,0.1,0.5,0.237,474
40,0,1,0.1,0.7,0.5765,1153
40,0,2,0.1,0.7,0.286,572
40,0,3,0.1,0.7,0.5315,1063
40,0,4,0.1,0.7,0.424,848
40,0,5,0.1,0.7,0.2105,421
40,0,6,0.1,0.7,0.293,586
40,0,7,0.1,0.7,0.074,148
40,0,8,0.1,0.7,0.523,1046
40,0,9,0.1,0.7,0.1665,333
40,0,10,0.1,0.7,0.434,868
60,0.3,1,0.1,0.3,0,0
60,0.3,2,0.1,0.3,0,0
60,0.3,3,0.1,0.3,0,0
60,0.3,4,0.1,0.3,0,0
60,0.3,5,0.1,0.3,0,0
60,0.3,6,0.1,0.3,0,0
60,0.3,7,0.1,0.3,0,0
60,0.3,8,0.1,0.3,0,0
60,0.3,9,0.1,0.3,0,0
60,0.3,10,0.1,0.3,0,0
60,0.3,1,0.1,0.5,0,0
60,0.3,2,0.1,0.5,0,0
60,0.3,3,0.1,0.5,0,0
60,0.3,4,0.1,0.5,0,0
60,0.3,5,0.1,0.5,0,0
60,0.3,6,0.1,0.5,0,0
60,0.3,7,0.1,0.5,0,0
60,0.3,8,0.1,0.5,0,0
60,0.3,9,0.1,0.5,0,0
60,0.3,10,0.1,0.5,0,0
60,0.3,1,0.1,0.7,0,0
60,0.3,2,0.1,0.7,0,0
60,0.3,3,0.1,0.7,0,0
60,0.3,4,0.1,0.7,0,0
60,0.3,5,0.1,0.7,0,0
60,0.3,6,0.1,0.7,0,0
60,0.3,7,0.1,0.7,0,0
60,0.3,8,0.1,0.7,0,0
60,0.3,9,0.1,0.7,0,0
60,0.3,10,0.1,0.7,0,0
60,0.25,1,0.1,0.3,0,0
60,0.25,2,0.1,0.3,0,0
60,0.25,3,0.1,0.3,0,0
60,0.25,4,0.1,0.3,0,0
60,0.25,5,0.1,0.3,0,0
60,0.25,6,0.1,0.3,0,0
60,0.25,7,0.1,0.3,0,0
60,0.25,8,0.1,0.3,0,0
60,0.25,9,0.1,0.3,0,0
60,0.25,10,0.1,0.3,0,0
60,0.25,1,0.1,0.5,0,0
60,0.25,2,0.1,0.5,0,0
60,0.25,3,0.1,0.5,0,0
60,0.25,4,0.1,0.5,0,0
60,0.25,5,0.1,0.5,0,0
60,0.25,6,0.1,0.5,0,0
60,0.25,7,0.1,0.5,0,0
60,0.25,8,0.1,0.5,0,0
60,0.25,9,0.1,0.5,0,0
60,0.25,10,0.1,0.5,0,0
60,0.25,1,0.1,0.7,0,0
60,0.25,2,0.1,0.7,0,0
60,0.25,3,0.1,0.7,0,0
60,0.25,4,0.1,0.7,0,0
60,0.25,5,0.1,0.7,0,0
60,0.25,6,0.1,0.7,0,0
60,0.25,7,0.1,0.7,0,0
60,0.25,8,0.1,0.7,0,0
60,0.25,9,0.1,0.7,0,0
60,0.25,10,0.1,0.7,0,0
60,0.2,1,0.1,0.3,0,0
60,0.2,2,0.1,0.3,0,0
60,0.2,3,0.1,0.3,0,0
60,0.2,4,0.1,0.3,0,0
60,0.2,5,0.1,0.3,0,0
60,0.2,6,0.1,0.3,0,0
60,0.2,7,0.1,0.3,0,0
60,0.2,8,0.1,0.3,0,0
60,0.2,9,0.1,0.3,0,0
60,0.2,10,0.1,0.3,0,0
60,0.2,1,0.1,0.5,0,0
60,0.2,2,0.1,0.5,0,0
60,0.2,3,0.1,0.5,0,0
60,0.2,4,0.1,0.5,0,0
60,0.2,5,0.1,0.5,0,0
60,0.2,6,0.1,0.5,0,0
60,0.2,7,0.1,0.5,0,0
60,0.2,8,0.1,0.5,0,0
60,0.2,9,0.1,0.5,0,0
60,0.2,10,0.1,0.5,0,0
60,0.2,1,0.1,0.7,0,0
60,0.2,2,0.1,0.7,0,0
60,0.2,3,0.1,0.7,0,0
60,0.2,4,0.1,0.7,0,0
60,0.2,5,0.1,0.7,0,0
60,0.2,6,0.1,0.7,0,0
60,0.2,7,0.1,0.7,0,0
60,0.2,8,0.1,0.7,0,0
60,0.2,9,0.1,0.7,0,0
60,0.2,10,0.1,0.7,0,0
60,0.15,1,0.1,0.3,0,0
60,0.15,2,0.1,0.3,0,0
60,0.15,3,0.1,0.3,0,0
60,0.15,4,0.1,0.3,0,0
60,0.15,5,0.1,0.3,0,0
60,0.15,6,0.1,0.3,0,0
60,0.15,7,0.1,0.3,0,0
60,0.15,8,0.1,0.3,0,0
60,0.15,9,0.1,0.3,0,0
60,0.15,10,0.1,0.3,0.001,2
60,0.15,1,0.1,0.5,0,0
60,0.15,2,0.1,0.5,0,0
60,0.15,3,0.1,0.5,0,0
60,0.15,4,0.1,0.5,0,0
60,0.15,5,0.1,0.5,0,0
60,0.15,6,0.1,0.5,0,0
60,0.15,7,0.1,0.5,0,0
60,0.15,8,0.1,0.5,0.009,18
60,0.15,9,0.1,0.5,0,0
60,0.15,10,0.1,0.5,5E-04,1
60,0.15,1,0.1,0.7,0,0
60,0.15,2,0.1,0.7,0,0
60,0.15,3,0.1,0.7,0,0
60,0.15,4,0.1,0.7,0,0
60,0.15,5,0.1,0.7,0,0
60,0.15,6,0.1,0.7,0,0
60,0.15,7,0.1,0.7,0,0
60,0.15,8,0.1,0.7,0,0
60,0.15,9,0.1,0.7,0,0
60,0.15,10,0.1,0.7,0,0
60,0.1,1,0.1,0.3,5E-04,1
60,0.1,2,0.1,0.3,0.0035,7
60,0.1,3,0.1,0.3,0,0
60,0.1,4,0.1,0.3,0,0
60,0.1,5,0.1,0.3,0.0035,7
60,0.1,6,0.1,0.3,0,0
60,0.1,7,0.1,0.3,0,0
60,0.1,8,0.1,0.3,0,0
60,0.1,9,0.1,0.3,0,0
60,0.1,10,0.1,0.3,0.005,10
60,0.1,1,0.1,0.5,0.0085,17
60,0.1,2,0.1,0.5,0.0575,115
60,0.1,3,0.1,0.5,0,0
60,0.1,4,0.1,0.5,0,0
60,0.1,5,0.1,0.5,0,0
60,0.1,6,0.1,0.5,0.0105,21
60,0.1,7,0.1,0.5,0.0015,3
60,0.1,8,0.1,0.5,0,0
60,0.1,9,0.1,0.5,0,0
60,0.1,10,0.1,0.5,0.0025,5
60,0.1,1,0.1,0.7,0.007,14
60,0.1,2,0.1,0.7,0.0035,7
60,0.1,3,0.1,0.7,0,0
60,0.1,4,0.1,0.7,0,0
60,0.1,5,0.1,0.7,0,0
60,0.1,6,0.1,0.7,0,0
60,0.1,7,0.1,0.7,0,0
60,0.1,8,0.1,0.7,0,0
60,0.1,9,0.1,0.7,5E-04,1
60,0.1,10,0.1,0.7,0,0
60,0,1,0.1,0.3,0.8695,1739
60,0,2,0.1,0.3,0.7115,1423
60,0,3,0.1,0.3,0.193,386
60,0,4,0.1,0.3,0.898,1796
60,0,5,0.1,0.3,0.3825,765
60,0,6,0.1,0.3,0.421,842
60,0,7,0.1,0.3,0.2935,587
60,0,8,0.1,0.3,0.876,1752
60,0,9,0.1,0.3,0.597,1194
60,0,10,0.1,0.3,0.7815,1563
60,0,1,0.1,0.5,0.625,1250
60,0,2,0.1,0.5,0.6755,1351
60,0,3,0.1,0.5,0.729,1458
60,0,4,0.1,0.5,0.738,1476
60,0,5,0.1,0.5,0.3315,663
60,0,6,0.1,0.5,0.82,1640
60,0,7,0.1,0.5,0.169,338
60,0,8,0.1,0.5,0.05,100
60,0,9,0.1,0.5,0.673,1346
60,0,10,0.1,0.5,0.589,1178
60,0,1,0.1,0.7,0.0695,139
60,0,2,0.1,0.7,0.9285,1857
60,0,3,0.1,0.7,0.0635,127
60,0,4,0.1,0.7,0.128,256
60,0,5,0.1,0.7,0.417,834
60,0,6,0.1,0.7,0.9935,1987
60,0,7,0.1,0.7,0.294,588
60,0,8,0.1,0.7,0.604,1208
60,0,9,0.1,0.7,0.0645,129
60,0,10,0.1,0.7,0.8415,1683
10,0.3,1,0.2,0.3,0.009,18
10,0.3,2,0.2,0.3,0.0025,5
10,0.3,3,0.2,0.3,0.012,24
10,0.3,4,0.2,0.3,0.073,146
10,0.3,5,0.2,0.3,5E-04,1
10,0.3,6,0.2,0.3,5E-04,1
10,0.3,7,0.2,0.3,0,0
10,0.3,8,0.2,0.3,0,0
10,0.3,9,0.2,0.3,0.0055,11
10,0.3,10,0.2,0.3,0,0
10,0.3,1,0.2,0.5,0.0035,7
10,0.3,2,0.2,0.5,0.0045,9
10,0.3,3,0.2,0.5,0.008,16
10,0.3,4,0.2,0.5,0.078,156
10,0.3,5,0.2,0.5,0.005,10
10,0.3,6,0.2,0.5,0.0015,3
10,0.3,7,0.2,0.5,0.0635,127
10,0.3,8,0.2,0.5,0.006,12
10,0.3,9,0.2,0.5,0.0345,69
10,0.3,10,0.2,0.5,0.014,28
10,0.3,1,0.2,0.7,0.008,16
10,0.3,2,0.2,0.7,0.01,20
10,0.3,3,0.2,0.7,0.007,14
10,0.3,4,0.2,0.7,0.0025,5
10,0.3,5,0.2,0.7,0.003,6
10,0.3,6,0.2,0.7,0.0165,33
10,0.3,7,0.2,0.7,0.008,16
10,0.3,8,0.2,0.7,0.0015,3
10,0.3,9,0.2,0.7,0.057,114
10,0.3,10,0.2,0.7,0.0545,109
10,0.25,1,0.2,0.3,0.025,50
10,0.25,2,0.2,0.3,0.003,6
10,0.25,3,0.2,0.3,0.002,4
10,0.25,4,0.2,0.3,0.055,110
10,0.25,5,0.2,0.3,5E-04,1
10,0.25,6,0.2,0.3,0.031,62
10,0.25,7,0.2,0.3,0.011,22
10,0.25,8,0.2,0.3,0.0045,9
10,0.25,9,0.2,0.3,0.008,16
10,0.25,10,0.2,0.3,0.0055,11
10,0.25,1,0.2,0.5,0.009,18
10,0.25,2,0.2,0.5,5E-04,1
10,0.25,3,0.2,0.5,0.009,18
10,0.25,4,0.2,0.5,5E-04,1
10,0.25,5,0.2,0.5,0.0795,159
10,0.25,6,0.2,0.5,0.0085,17
10,0.25,7,0.2,0.5,0.04,80
10,0.25,8,0.2,0.5,0.159,318
10,0.25,9,0.2,0.5,0.0305,61
10,0.25,10,0.2,0.5,5E-04,1
10,0.25,1,0.2,0.7,0.09,180
10,0.25,2,0.2,0.7,0.0315,63
10,0.25,3,0.2,0.7,0.029,58
10,0.25,4,0.2,0.7,0.0015,3
10,0.25,5,0.2,0.7,0.0315,63
10,0.25,6,0.2,0.7,0.039,78
10,0.25,7,0.2,0.7,0.066,132
10,0.25,8,0.2,0.7,0.0705,141
10,0.25,9,0.2,0.7,0.094,188
10,0.25,10,0.2,0.7,0.1335,267
10,0.2,1,0.2,0.3,0.0055,11
10,0.2,2,0.2,0.3,0.168,336
10,0.2,3,0.2,0.3,0.006,12
10,0.2,4,0.2,0.3,0.0355,71
10,0.2,5,0.2,0.3,0.2765,553
10,0.2,6,0.2,0.3,0.019,38
10,0.2,7,0.2,0.3,0.035,70
10,0.2,8,0.2,0.3,0.043,86
10,0.2,9,0.2,0.3,0,0
10,0.2,10,0.2,0.3,0.1015,203
10,0.2,1,0.2,0.5,0.266,532
10,0.2,2,0.2,0.5,0.0035,7
10,0.2,3,0.2,0.5,0.0015,3
10,0.2,4,0.2,0.5,0.053,106
10,0.2,5,0.2,0.5,0.017,34
10,0.2,6,0.2,0.5,0.0375,75
10,0.2,7,0.2,0.5,0.1055,211
10,0.2,8,0.2,0.5,0.0025,5
10,0.2,9,0.2,0.5,0.0325,65
10,0.2,10,0.2,0.5,0.033,66
10,0.2,1,0.2,0.7,0.073,146
10,0.2,2,0.2,0.7,0.055,110
10,0.2,3,0.2,0.7,0.1075,215
10,0.2,4,0.2,0.7,0.026,52
10,0.2,5,0.2,0.7,0.0095,19
10,0.2,6,0.2,0.7,0.0475,95
10,0.2,7,0.2,0.7,0.154,308
10,0.2,8,0.2,0.7,0.0105,21
10,0.2,9,0.2,0.7,0.043,86
10,0.2,10,0.2,0.7,0.0845,169
10,0.15,1,0.2,0.3,0.035,70
10,0.15,2,0.2,0.3,0.003,6
10,0.15,3,0.2,0.3,0.0135,27
10,0.15,4,0.2,0.3,0.3995,799
10,0.15,5,0.2,0.3,0.1605,321
10,0.15,6,0.2,0.3,0.1345,269
10,0.15,7,0.2,0.3,0.094,188
10,0.15,8,0.2,0.3,0.464,928
10,0.15,9,0.2,0.3,0.232,464
10,0.15,10,0.2,0.3,0.3645,729
10,0.15,1,0.2,0.5,0.244,488
10,0.15,2,0.2,0.5,0.059,118
10,0.15,3,0.2,0.5,0.003,6
10,0.15,4,0.2,0.5,0.049,98
10,0.15,5,0.2,0.5,0.093,186
10,0.15,6,0.2,0.5,0.1265,253
10,0.15,7,0.2,0.5,0.0675,135
10,0.15,8,0.2,0.5,0.089,178
10,0.15,9,0.2,0.5,0.055,110
10,0.15,10,0.2,0.5,0.1905,381
10,0.15,1,0.2,0.7,0.023,46
10,0.15,2,0.2,0.7,0.496,992
10,0.15,3,0.2,0.7,0.0775,155
10,0.15,4,0.2,0.7,0.02,40
10,0.15,5,0.2,0.7,0.019,38
10,0.15,6,0.2,0.7,0.0145,29
10,0.15,7,0.2,0.7,0.031,62
10,0.15,8,0.2,0.7,0.0115,23
10,0.15,9,0.2,0.7,0.0115,23
10,0.15,10,0.2,0.7,0.04,80
10,0.1,1,0.2,0.3,0.077,154
10,0.1,2,0.2,0.3,0.0585,117
10,0.1,3,0.2,0.3,0.0355,71
10,0.1,4,0.2,0.3,0.4885,977
10,0.1,5,0.2,0.3,0.2025,405
10,0.1,6,0.2,0.3,0.0675,135
10,0.1,7,0.2,0.3,0.397,794
10,0.1,8,0.2,0.3,0.1435,287
10,0.1,9,0.2,0.3,0.2085,417
10,0.1,10,0.2,0.3,0.03,60
10,0.1,1,0.2,0.5,0.1885,377
10,0.1,2,0.2,0.5,0.0485,97
10,0.1,3,0.2,0.5,0.1295,259
10,0.1,4,0.2,0.5,0.159,318
10,0.1,5,0.2,0.5,0.6485,1297
10,0.1,6,0.2,0.5,0.454,908
10,0.1,7,0.2,0.5,0.0165,33
10,0.1,8,0.2,0.5,0.3555,711
10,0.1,9,0.2,0.5,0.101,202
10,0.1,10,0.2,0.5,0.2365,473
10,0.1,1,0.2,0.7,0.0895,179
10,0.1,2,0.2,0.7,0.8405,1681
10,0.1,3,0.2,0.7,0.86,1720
10,0.1,4,0.2,0.7,0.0275,55
10,0.1,5,0.2,0.7,0.2445,489
10,0.1,6,0.2,0.7,0.149,298
10,0.1,7,0.2,0.7,0.265,530
10,0.1,8,0.2,0.7,0.41,820
10,0.1,9,0.2,0.7,0.08,160
10,0.1,10,0.2,0.7,0.871,1742
10,0,1,0.2,0.3,0.556,1112
10,0,2,0.2,0.3,0.246,492
10,0,3,0.2,0.3,0.3435,687
10,0,4,0.2,0.3,0.739,1478
10,0,5,0.2,0.3,0.574,1148
10,0,6,0.2,0.3,0.3155,631
10,0,7,0.2,0.3,0.1215,243
10,0,8,0.2,0.3,0.573,1146
10,0,9,0.2,0.3,0.217,434
10,0,10,0.2,0.3,0.792,1584
10,0,1,0.2,0.5,0.1795,359
10,0,2,0.2,0.5,0.39,780
10,0,3,0.2,0.5,0.2525,505
10,0,4,0.2,0.5,0.223,446
10,0,5,0.2,0.5,0.3425,685
10,0,6,0.2,0.5,0.9825,1965
10,0,7,0.2,0.5,0.763,1526
10,0,8,0.2,0.5,0.611,1222
10,0,9,0.2,0.5,0.4035,807
10,0,10,0.2,0.5,0.8455,1691
10,0,1,0.2,0.7,0.5255,1051
10,0,2,0.2,0.7,0.5935,1187
10,0,3,0.2,0.7,0.9325,1865
10,0,4,0.2,0.7,0.2045,409
10,0,5,0.2,0.7,0.2675,535
10,0,6,0.2,0.7,0.9465,1893
10,0,7,0.2,0.7,0.284,568
10,0,8,0.2,0.7,0.682,1364
10,0,9,0.2,0.7,0.1405,281
10,0,10,0.2,0.7,0.262,524
20,0.3,1,0.2,0.3,5E-04,1
20,0.3,2,0.2,0.3,0,0
20,0.3,3,0.2,0.3,0.001,2
20,0.3,4,0.2,0.3,0,0
20,0.3,5,0.2,0.3,0,0
20,0.3,6,0.2,0.3,0.013,26
20,0.3,7,0.2,0.3,0.001,2
20,0.3,8,0.2,0.3,5E-04,1
20,0.3,9,0.2,0.3,0.004,8
20,0.3,10,0.2,0.3,0,0
20,0.3,1,0.2,0.5,5E-04,1
20,0.3,2,0.2,0.5,0,0
20,0.3,3,0.2,0.5,0,0
20,0.3,4,0.2,0.5,0,0
20,0.3,5,0.2,0.5,0,0
20,0.3,6,0.2,0.5,5E-04,1
20,0.3,7,0.2,0.5,0,0
20,0.3,8,0.2,0.5,0.0405,81
20,0.3,9,0.2,0.5,0,0
20,0.3,10,0.2,0.5,0,0
20,0.3,1,0.2,0.7,0,0
20,0.3,2,0.2,0.7,0,0
20,0.3,3,0.2,0.7,0,0
20,0.3,4,0.2,0.7,0,0
20,0.3,5,0.2,0.7,0.0015,3
20,0.3,6,0.2,0.7,0,0
20,0.3,7,0.2,0.7,0,0
20,0.3,8,0.2,0.7,0,0
20,0.3,9,0.2,0.7,5E-04,1
20,0.3,10,0.2,0.7,0,0
20,0.25,1,0.2,0.3,0.001,2
20,0.25,2,0.2,0.3,0.001,2
20,0.25,3,0.2,0.3,0,0
20,0.25,4,0.2,0.3,0.001,2
20,0.25,5,0.2,0.3,0.001,2
20,0.25,6,0.2,0.3,0,0
20,0.25,7,0.2,0.3,0.011,22
20,0.25,8,0.2,0.3,0.004,8
20,0.25,9,0.2,0.3,0.0105,21
20,0.25,10,0.2,0.3,0.008,16
20,0.25,1,0.2,0.5,0,0
20,0.25,2,0.2,0.5,0,0
20,0.25,3,0.2,0.5,5E-04,1
20,0.25,4,0.2,0.5,0.0015,3
20,0.25,5,0.2,0.5,0,0
20,0.25,6,0.2,0.5,0,0
20,0.25,7,0.2,0.5,0.011,22
20,0.25,8,0.2,0.5,0,0
20,0.25,9,0.2,0.5,5E-04,1
20,0.25,10,0.2,0.5,0.001,2
20,0.25,1,0.2,0.7,0.001,2
20,0.25,2,0.2,0.7,0,0
20,0.25,3,0.2,0.7,0,0
20,0.25,4,0.2,0.7,0.0145,29
20,0.25,5,0.2,0.7,0,0
20,0.25,6,0.2,0.7,0.0015,3
20,0.25,7,0.2,0.7,0.002,4
20,0.25,8,0.2,0.7,0,0
20,0.25,9,0.2,0.7,0.004,8
20,0.25,10,0.2,0.7,0,0
20,0.2,1,0.2,0.3,0,0
20,0.2,2,0.2,0.3,0.07,140
20,0.2,3,0.2,0.3,0.012,24
20,0.2,4,0.2,0.3,0.002,4
20,0.2,5,0.2,0.3,0,0
20,0.2,6,0.2,0.3,0,0
20,0.2,7,0.2,0.3,0.0175,35
20,0.2,8,0.2,0.3,5E-04,1
20,0.2,9,0.2,0.3,0.003,6
20,0.2,10,0.2,0.3,0.002,4
20,0.2,1,0.2,0.5,0.0225,45
20,0.2,2,0.2,0.5,0,0
20,0.2,3,0.2,0.5,0.006,12
20,0.2,4,0.2,0.5,0.007,14
20,0.2,5,0.2,0.5,0,0
20,0.2,6,0.2,0.5,0.0395,79
20,0.2,7,0.2,0.5,0.0015,3
20,0.2,8,0.2,0.5,0.007,14
20,0.2,9,0.2,0.5,0.0085,17
20,0.2,10,0.2,0.5,0.012,24
20,0.2,1,0.2,0.7,5E-04,1
20,0.2,2,0.2,0.7,0.001,2
20,0.2,3,0.2,0.7,0.0025,5
20,0.2,4,0.2,0.7,0.003,6
20,0.2,5,0.2,0.7,0.2035,407
20,0.2,6,0.2,0.7,0.009,18
20,0.2,7,0.2,0.7,0.013,26
20,0.2,8,0.2,0.7,0.0015,3
20,0.2,9,0.2,0.7,5E-04,1
20,0.2,10,0.2,0.7,0.003,6
20,0.15,1,0.2,0.3,0.015,30
20,0.15,2,0.2,0.3,0.0475,95
20,0.15,3,0.2,0.3,5E-04,1
20,0.15,4,0.2,0.3,0.03,60
20,0.15,5,0.2,0.3,0.1435,287
20,0.15,6,0.2,0.3,0.004,8
20,0.15,7,0.2,0.3,0.1815,363
20,0.15,8,0.2,0.3,0.0045,9
20,0.15,9,0.2,0.3,0,0
20,0.15,10,0.2,0.3,0.0045,9
20,0.15,1,0.2,0.5,0,0
20,0.15,2,0.2,0.5,0.0235,47
20,0.15,3,0.2,0.5,0.1745,349
20,0.15,4,0.2,0.5,0.041,82
20,0.15,5,0.2,0.5,0.344,688
20,0.15,6,0.2,0.5,0.124,248
20,0.15,7,0.2,0.5,0.055,110
20,0.15,8,0.2,0.5,0.003,6
20,0.15,9,0.2,0.5,0.066,132
20,0.15,10,0.2,0.5,0.0065,13
20,0.15,1,0.2,0.7,0.001,2
20,0.15,2,0.2,0.7,0.0025,5
20,0.15,3,0.2,0.7,0.0055,11
20,0.15,4,0.2,0.7,0.016,32
20,0.15,5,0.2,0.7,0,0
20,0.15,6,0.2,0.7,0.0255,51
20,0.15,7,0.2,0.7,0.016,32
20,0.15,8,0.2,0.7,0.0055,11
20,0.15,9,0.2,0.7,0.0785,157
20,0.15,10,0.2,0.7,0.297,594
20,0.1,1,0.2,0.3,0.1995,399
20,0.1,2,0.2,0.3,0.0115,23
20,0.1,3,0.2,0.3,0.1625,325
20,0.1,4,0.2,0.3,0.4735,947
20,0.1,5,0.2,0.3,0.177,354
20,0.1,6,0.2,0.3,0.012,24
20,0.1,7,0.2,0.3,0.0255,51
20,0.1,8,0.2,0.3,0.2735,547
20,0.1,9,0.2,0.3,0.3195,639
20,0.1,10,0.2,0.3,0.0285,57
20,0.1,1,0.2,0.5,0.0155,31
20,0.1,2,0.2,0.5,0.2705,541
20,0.1,3,0.2,0.5,0.0995,199
20,0.1,4,0.2,0.5,0.222,444
20,0.1,5,0.2,0.5,0.002,4
20,0.1,6,0.2,0.5,0.0155,31
20,0.1,7,0.2,0.5,0.0925,185
20,0.1,8,0.2,0.5,0.3035,607
20,0.1,9,0.2,0.5,0.077,154
20,0.1,10,0.2,0.5,0.004,8
20,0.1,1,0.2,0.7,0.0225,45
20,0.1,2,0.2,0.7,0.738,1476
20,0.1,3,0.2,0.7,0.0185,37
20,0.1,4,0.2,0.7,0.0625,125
20,0.1,5,0.2,0.7,0.224,448
20,0.1,6,0.2,0.7,0.026,52
20,0.1,7,0.2,0.7,0,0
20,0.1,8,0.2,0.7,0.019,38
20,0.1,9,0.2,0.7,0.0395,79
20,0.1,10,0.2,0.7,0.054,108
20,0,1,0.2,0.3,0.831,1662
20,0,2,0.2,0.3,0.4125,825
20,0,3,0.2,0.3,0.211,422
20,0,4,0.2,0.3,0.28,560
20,0,5,0.2,0.3,0.8205,1641
20,0,6,0.2,0.3,0.793,1586
20,0,7,0.2,0.3,0.7035,1407
20,0,8,0.2,0.3,0.4455,891
20,0,9,0.2,0.3,0.05,100
20,0,10,0.2,0.3,0.77,1540
20,0,1,0.2,0.5,0.2345,469
20,0,2,0.2,0.5,0.5795,1159
20,0,3,0.2,0.5,0.4605,921
20,0,4,0.2,0.5,0.5855,1171
20,0,5,0.2,0.5,0.5425,1085
20,0,6,0.2,0.5,0.4185,837
20,0,7,0.2,0.5,0.2885,577
20,0,8,0.2,0.5,0.444,888
20,0,9,0.2,0.5,0.613,1226
20,0,10,0.2,0.5,0.463,926
20,0,1,0.2,0.7,0.9425,1885
20,0,2,0.2,0.7,0.2525,505
20,0,3,0.2,0.7,0.309,618
20,0,4,0.2,0.7,0.4265,853
20,0,5,0.2,0.7,0.575,1150
20,0,6,0.2,0.7,0.278,556
20,0,7,0.2,0.7,0.3095,619
20,0,8,0.2,0.7,0.402,804
20,0,9,0.2,0.7,0.432,864
20,0,10,0.2,0.7,0.2065,413
30,0.3,1,0.2,0.3,0,0
30,0.3,2,0.2,0.3,0,0
30,0.3,3,0.2,0.3,0,0
30,0.3,4,0.2,0.3,0,0
30,0.3,5,0.2,0.3,0,0
30,0.3,6,0.2,0.3,0,0
30,0.3,7,0.2,0.3,0,0
30,0.3,8,0.2,0.3,5E-04,1
30,0.3,9,0.2,0.3,0,0
30,0.3,10,0.2,0.3,0,0
30,0.3,1,0.2,0.5,0,0
30,0.3,2,0.2,0.5,0,0
30,0.3,3,0.2,0.5,0,0
30,0.3,4,0.2,0.5,0,0
30,0.3,5,0.2,0.5,0,0
30,0.3,6,0.2,0.5,0,0
30,0.3,7,0.2,0.5,0,0
30,0.3,8,0.2,0.5,0.001,2
30,0.3,9,0.2,0.5,0,0
30,0.3,10,0.2,0.5,0,0
30,0.3,1,0.2,0.7,0,0
30,0.3,2,0.2,0.7,0,0
30,0.3,3,0.2,0.7,0,0
30,0.3,4,0.2,0.7,0,0
30,0.3,5,0.2,0.7,0,0
30,0.3,6,0.2,0.7,0,0
30,0.3,7,0.2,0.7,0,0
30,0.3,8,0.2,0.7,0,0
30,0.3,9,0.2,0.7,0,0
